ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_10152357675563224,2014-07-31 12:00:00,886,15,8,886,0,909,463.0,71.0,"Give a shout out to the Cambodian participants at the #YSEALI Institute on Environmental Issues.  They joined 16 other undergrads from Vietnam, Laos, Burma, and Thailand to learn about U.S. environmental policy from the University of Montana. They visited Glacier National Park and went white water rafting in Montana. They also visited New Orleans, Lafayette, and studied the Mississippi River in Louisiana. Next stop for the YSEALI participants? Washington, DC!",2014-07-31,7.0
79770243223_10152267385968224,2014-06-16 09:30:00,524,21,7,524,0,552,442.0,58.0,"The goal of ending preventable child and maternal deaths is within the worlds reach.  In Cambodia, USAID is helping to keep mothers and children healthy by supporting immunization, improving quality and access to health care for expectant mothers, and assisting families to ensure that their drinking water is safe. 

Learn more USAIDs efforts here:  http://www.usaid.gov/maternal-and-child-health

(Photo credit: USAID/Michael Gebremedhin)",2014-06-16,7.0
79770243223_10151057164038224,2012-08-05 14:22:12,203,3,18,203,0,224,354.0,39.0,"What Olympic sport are you watching?

Ambassador Todd is also watching the Olympics.

To read his blog, click the link below.
http://blogs.usembassy.gov/todd/2012/08/03/the-olympics-promotes-intellectual-property-rights/

(This image is the copyrighted property of the Associated Press. It may not be reused or redistributed without the AP's permission.)",2012-08-05,14.0
79770243223_10150372747403224,2011-11-18 02:32:27,49,1,3,49,0,53,199.0,2.0,  Dengue Fever       uny@state.gov ,2011-11-18,3.0
79770243223_10153016493933224,2015-05-30 11:11:23,2379,193,44,2379,0,2616,4622.0,696.0,"Helping the World Remember Cambodias Past
-From the Ambassador's Penh

In previous blogs, I have highlighted the tireless efforts of Youk Chhang and the Documentation Center of Cambodia (DC-Cam), which works to document Khmer Rouge atrocities while helping Cambodians reconcile with their past and move towards a brighter future.  With the worlds largest repository of documents and other original materials related to the Khmer Rouge era, DC-Cam has contributed to a number of research projects, education and outreach programs, and even the legal cases against former Khmer Rouge leaders.  Now, thanks in large part to DC-Cam, even more people around the world can learn about Cambodias history.

This week, in partnership with DC-Cam, the United States Holocaust Memorial Museum in Washington, D.C. inaugurated two special exhibits on Cambodia and the Khmer Rouge.  As one of the worlds most important museums related to genocide, the Holocaust Museums education and outreach programs have helped inspire citizens worldwide to confront hatred, prevent genocide, and promote human dignity.  Although the museum focuses on the Holocaust  the mass murder of six million Jewish people in Europe in the 1930s and 1940s  it also hosts special exhibits on other mass atrocities, such as those which occurred during Khmer Rouge era.

While I could not attend the opening in person, my good friend and colleague Ambassador Scot Marciel, Principal Deputy Assistant Secretary for the Bureau of East Asian and Pacific Affairs, was there to represent the State Department and provide opening remarks.  He noted that the exhibits  like the work of the Khmer Rouge Tribunal and all those who strive to ensure that these tragic events are remembered  will continue to be essential for Cambodians, Americans, and the rest of the world to understand this past and move towards a brighter future.

The two exhibits  Cambodia 19751979 and I Want Justice!  explore the cruel actions taken by the Khmer Rouge and the international communitys efforts to pursue justice for the victims and hold accountable those responsible for these crimes.  In the Cambodia 19751979 exhibit, museum visitors learn about the terror of the Khmer Rouge era through historical photographs, film, and contemporary art that depict the regimes establishment of its Democratic Kampuchea forty years ago.  By some estimates, up to two million Cambodians died as a result of execution, starvation, exhaustion, or disease during this four year period.  The exhibit features images of Phnom Penhs two million residents being driven out of the city within hours and sent to the countryside, where they were quickly pressed into forced labor brigades on massive earthworks and rice paddies.  Visitors will experience a profound sadness when observing this exhibit, but for many Cambodians, these tragic events of the past are at times impossible to view.

However, in the I Want Justice! exhibit, visitors can find out about the current efforts to hold perpetrators of genocide and mass atrocities accountable through court proceedings, including the ongoing Khmer Rouge Tribunal (KRT)  for which the U.S. government has provided millions of dollars in contributions each year.  The exhibit also looks at ways Cambodian survivors are seeking other forms of justicepersonal, cultural, historicalas they continue to struggle with the legacy of the murderous Khmer Rouge era.  With its extensive outreach and educational programming to help Cambodians and the rest of the world understand the history of the Khmer Rouge, it is no surprise that DC-Cam played a significant role in bringing the exhibit to the United States and helping people to heal.

The exhibits will run through October 2017, giving people an opportunity to learn about a critical part of Cambodias history and reflect on what it means today.  The website of the U.S. Holocaust Memorial Museum also features details about the exhibits for those interested in learning more about Cambodias history.  I encourage more people  especially youth  to take the time to learn more about the mistakes of the past so that they are not repeated in the future.  The crimes that occurred during the Khmer Rouge era are almost too horrific to mention, but the stories of the victims must continue to be told lest we forget.  

(Photo courtesy of the U.S. Holocaust Memorial Museum)
http://www.ushmm.org/information/exhibitions/museum-exhibitions/cambodia-1975 
 
#AmbTodd #Cambodia

To read more entries from Ambassador Todd's blog, with Khmer translation go to: blogs.usembassy.gov/todd.",2015-05-30,42.0
79770243223_10151189151258224,2012-10-31 04:02:26,155,5,10,155,0,170,377.0,26.0,"* Besides Pacific Partnership, what else do the United States and Cambodia do to promote military engagement?

Click the link below to read Ambassador Todd's answer.

(English) http://www.thecambodiaherald.com/opinion/detail/3?token=MTRkNTIxNTlmMDNhMDJlMzk0MWFkMzIzMmFhZmYw

() http://www.cen.com.kh/localnews/show_detail/135?token=MWMxZjQzYWZmNmRlNTE0ZDMzODc2MzA4ZTVjMTI3",2012-10-31,9.0
79770243223_131554633569301,2010-11-23 10:19:41,49,0,13,49,0,62,104.0,17.0,Please click the link below to read a statement by Secretary Clinton on Cambodia Water Festival tragedy.,2010-11-23,13.0
79770243223_10151747805523224,2013-09-23 01:30:15,88,2,2,88,0,92,433.0,31.0,"/    OneBeat 

   ?

http://www.youtube.com/watch?v=_VMAIrSze0k

25 musicians from around the world arrived in the United States to participate in OneBeat, an initiative of the U.S. Department of State.

Can you find the Cambodian artist in this video?",2013-09-23,2.0
79770243223_10153336688213224,2015-11-09 10:20:00,3141,340,66,3141,0,3547,2471.0,185.0,"Mu Sochua Honored by San Francisco State University (English below)

        San Francisco State University    San Francisco  California  

    San Francisco State University                

   !

     :  
http://news.sfsu.edu/news-story/outstanding-alumni-be-honored-hall-fame-event

         

On November 6, Cambodian Member of Parliament Mu Sochua was recognized as one of San Francisco State Universitys alumnae of the year in a ceremony in San Francisco, California.  According to the university:

The Honorable Mu Sochua, who graduated from SF State in 1979 with a B.A. in psychology, will also receive recognition as one of the alumnae of the year.  Sochua is a member of the Cambodian parliament and was formerly that country's minister for women's affairs.  As a political activist, Sochua has worked tirelessly to improve conditions for women in Cambodia by taking on issues including domestic violence, the spread of HIV/AIDS and abuse toward minors.

Congratulations to Mu Sochua on this outstanding accomplishment!

Read more about Mu Sochuas award here:  http://news.sfsu.edu/news-story/outstanding-alumni-be-honored-hall-fame-event 

Thanks to the hard work of Cambodians both in and out of government, Cambodia has made tremendous progress in the last 15 years in reducing poverty, increasing levels of secondary education of girls, lowering child and maternal mortality rates, and improving rural livelihoods.",2015-11-09,66.0
79770243223_10151619397033224,2013-07-19 04:50:02,225,14,3,225,0,242,261.0,33.0,"During the Embassys Fun Fourth event, money raised from the dunk-tank went to Mlup Russey, an organization that works to protect vulnerable children in Cambodia.  

To read more about the Fun Fourth visit: http://blogs.usembassy.gov/todd/2013/07/06/4thjuly/",2013-07-19,3.0
79770243223_10151380431848224,2013-02-20 03:42:02,279,19,1,279,0,299,504.0,30.0," Michael Posner         

  Todd 

More photos: http://goo.gl/xUXKE

U.S. Assistant Secretary of State for Democracy, Human Rights, and Labor, Michael Posner, visited Cambodia, Tuesday, February 19, 2013.

(Photo) He met with Ambassador Todds NGO Advisory Council.",2013-02-20,1.0
79770243223_123455149394,2009-08-24 10:11:13,2,0,0,2,0,2,77.0,10.0,Conference on Security Challenges Associated with terrorism in Southeast Asia,2009-08-24,
79770243223_10151063034468224,2012-08-08 06:35:34,167,4,5,167,0,176,392.0,8.0,"()        

   

Read more: http://www.navy.mil/submit/display.asp?story_id=68710

Learn more about Pacific Partnership 2012: http://pacificpartnership.wordpress.com/",2012-08-08,4.0
79770243223_10152364987813224,2014-08-04 08:43:30,670,62,44,670,0,776,51.0,9.0,Good governance is many things. What would you add?,2014-08-04,36.0
79770243223_10152616768768224,2014-12-04 09:59:52,702,41,5,702,0,748,641.0,98.0,"USAID just launched Family Care First, a call to action to identify solutions that give Cambodias lost children a fighting chance.  The program will support children at risk of separating from their families or already separated from their families or orphaned because of poverty, safety concerns, or the fact that many of them are not able to benefit from health, education or other services.  This initiative is seeking ideas and proposals that will reintegrate children currently living on the street, in orphanages, or in other long-term residential care settings, into permanent  family care.  Read more here www.familycarefirst.com.",2014-12-04,4.0
79770243223_10150206811963224,2011-06-16 09:31:47,223,0,72,223,0,295,1112.0,127.0,"More photos: https://picasaweb.google.com/USembassycambodia/PreDepartureOrientationForNewCambodianFulbrightScholars

Congratulations to 9 Cambodian students who will pursue graduate degrees in the U.S. as new participants in the Fulbright Fellowship Program.

     Fulbright

1. Ms. Chey Chan Kethya: UCLA, MA of Fine Arts - Choreography (She also recieved an additional scholarship from the Asian Cultural Council to help offset the cost of her tuition.)

2. Mr. You Sokunphanha: University of Michigan, Master in Public Policy

3. Mr. Um Chan Chamnan: SUNY Buffalo, Master in Organic Synthesis

4. Ms. Tan Tepi Kanika: UCLA, LLM (Master in Law)

5. Mr. Hong Sethykun: University of Akron, MBA

6. Ms. Kang Chan Amrak: Michigan State, Master in Advertising and Brand Management

7. Mr. Seng Sothea: Embry-Riddle University, Master in Aviation

8. Ms. Tun Sophoan: Geogia State University, Master in Public Health

9. Mr. Hay Rotana: UC Berkeley, Ph.D. in Construction Engineering",2011-06-16,63.0
